기관코드,전체기관명,최하위기관명
7001669,동국대학교 불교문화대학,불교문화대학
7001670,동국대학교 사범대학,사범대학
7001671,동국대학교 사회과학대학,사회과학대학
7001672,동국대학교 상경대학,상경대학
7001673,동국대학교 예술대학,예술대학
7001674,동국대학교 의과대학,의과대학
7001675,동국대학교 이과대학,이과대학
7001676,동국대학교 인문과학대학,인문과학대학
7001677,동국대학교 인문대학,인문대학
7001678,동국대학교 자연과학대학,자연과학대학
7001679,동국대학교 한의과대학,한의과대학
7001680,동국대학교 대학원,대학원
7001681,동국대학교 경영대학원,경영대학원
7001682,동국대학교 교육대학원,교육대학원
7001683,동국대학교 불교대학원,불교대학원
7001684,동국대학교 정보산업대학원,정보산업대학원
7001685,동국대학교 지역개발대학원,지역개발대학원
7001686,동국대학교 행정대학원,행정대학원
7001687,동국대학교 연구소,연구소
7001688,동덕여자대학교,동덕여자대학교
7001689,동덕여자대학교 사회과학대학,사회과학대학
7001690,동덕여자대학교 약학대학,약학대학
7001691,동덕여자대학교 예체능대학,예체능대학
7001692,동덕여자대학교 예술대학,예술대학
7001693,동덕여자대학교 인문과학대학,인문과학대학
7001694,동덕여자대학교 자연과학대학,자연과학대학
7001695,동덕여자대학교 대학원,대학원
7001696,동덕여자대학교 연구소,연구소
7001698,동신대학교,동신대학교
7001699,동아대학교,동아대학교
7001700,동아대학교 경영대학,경영대학
7001701,동아대학교 공과대학,공과대학
7001702,동아대학교 농과대학,농과대학
7001703,동아대학교 문과대학,문과대학
7001704,동아대학교 문리과대학,문리과대학
7001705,동아대학교 법경대학,법경대학
7001706,동아대학교 법과대학,법과대학
7001707,동아대학교 법정대학,법정대학
7001708,동아대학교 사회과학대학,사회과학대학
7001709,동아대학교 상경대학,상경대학
7001710,동아대학교 생활과학대학,생활과학대학
7001711,동아대학교 예술대학,예술대학
7001712,동아대학교 의과대학,의과대학
7001713,동아대학교 이과대학,이과대학
7001714,동아대학교 인문과학대학,인문과학대학
7001715,동아대학교 자연과학대학,자연과학대학
7001716,동아대학교 정법대학,정법대학
7001717,동아대학교 체육대학,체육대학
7001718,동아대학교 대학원,대학원
7001719,동아대학교 경영대학원,경영대학원
7001720,동아대학교 교육대학원,교육대학원
7001721,동아대학교 산업대학원,산업대학원
7001722,동아대학교 연구소,연구소
7001724,동의대학교,동의대학교
7001726,동의대학교 공과대학,공과대학
7001727,동의대학교 법정대학,법정대학
7001728,동의대학교 상경대학,상경대학
7001729,동의대학교 생활과학대학,생활과학대학
7001730,동의대학교 인문대학,인문대학
7001731,동의대학교 자연과학대학,자연과학대학
7001732,동의대학교 한의과대학,한의과대학
7001733,동의대학교 대학원,대학원
7001734,동의대학교 중소기업대학원,중소기업대학원
7001735,동의대학교 행정대학원,행정대학원
7001736,동의대학교 연구소,연구소
7001737,명지대학교,명지대학교
7001738,명지대학교 경상대학,경상대학
7001739,명지대학교 공과대학,공과대학
7001740,명지대학교 법정대학,법정대학
7001741,명지대학교 예체능대학,예체능대학
7001742,명지대학교 이과대학,이과대학
7001743,명지대학교 인문대학,인문대학
7001744,명지대학교 인문사회대학,인문사회대학
7001745,명지대학교 대학원,대학원
7001746,명지대학교 무역대학원,무역대학원
7001747,명지대학교 사회교육대학원,사회교육대학원
7001748,명지대학교 산업기술대학원,산업기술대학원
7001749,명지대학교 정보산업대학원,정보산업대학원
7001750,명지대학교 연구소,연구소
7001751,목원대학교,목원대학교
7001752,목원대학교 미술대학,미술대학
7001753,목원대학교 사회과학대학,사회과학대학
7001754,목원대학교 신학대학,신학대학
7001755,목원대학교 음악대학,음악대학
7001756,목원대학교 이공대학,이공대학
7001757,목원대학교 인문대학,인문대학
7001758,배재대학교,배재대학교
7001759,배재대학교 국제산업대학,국제산업대학
7001760,배재대학교 문과대학,문과대학
7001761,배재대학교 사범대학,사범대학
7001762,배재대학교 사회과학대학,사회과학대학
7001763,배재대학교 산업대학,산업대학
7001764,배재대학교 이공대학,이공대학
7001765,배재대학교 2부대학,2부대학
7001786,부산외국어대학교,부산외국어대학교
7001787,부산외국어대학 경상대학,경상대학
7001788,부산외국어대학교 동양어대학,동양어대학
7001789,부산외국어대학교 상경대학,상경대학
7001790,부산외국어대학교 서양어대학,서양어대학
7001791,부산외국어대학교 이공대학,이공대학
7001792,부산외국어대학 인문사회대학,인문사회대학
7001793,삼육대학교,삼육대학교
7001806,상지대학교,상지대학교
7001807,상지대학교 경상대학,경상대학
7001808,상지대학교 농과대학,농과대학
7001809,상지대학교 예체능대학,예체능대학
7001810,상지대학교 예술체육대학,예술체육대학
7001811,상지대학교 인문사회과학대학,인문사회과학대학
7001812,상지대학교 자연과학대학,자연과학대학
7001813,상지대학교 한의과대학,한의과대학
7001814,상지대학교 대학원,대학원
7001815,상지대학교 경영대학원,경영대학원
7001816,상지대학교 교육대학원,교육대학원
7001817,상지대학교 행정대학원,행정대학원
7001818,서강대학교,서강대학교
7001819,서강대학교 경상대학,경상대학
7001820,서강대학교 경영대학,경영대학
7001821,서강대학교 공과대학,공과대학
7001822,서강대학교 문과대학,문과대학
7001823,서강대학교 사범대학,사범대학
7001824,서강대학교 사회과학대학,사회과학대학
7001825,서강대학교 이공대학,이공대학
7001826,서강대학교 이과대학,이과대학
7001827,서강대학교 대학원,대학원
7001828,서강대학교 경영대학원,경영대학원
7001829,서강대학교 경제정책대학원,경제정책대학원
7001830,서강대학교 공공정책대학원,공공정책대학원
7001831,서강대학교 교육대학원,교육대학원
7001832,서강대학교 연구소,연구소
7001833,서경대학교,서경대학교
7001834,서남대학교,서남대학교
7001835,서울신학대학교,서울신학대학교
7001836,서울여자대학교,서울여자대학교
7001837,서울여자대학교 미술대학,미술대학
7001838,서울여자대학교 사회과학대학,사회과학대학
7001839,서울여자대학교 예체능대학,예체능대학
7001840,서울여자대학교 인문과학대학,인문과학대학
7001841,서울여자대학교 자연과학대학,자연과학대학
7001842,서울여자대학교 대학원,대학원
7001843,서울여자대학교 연구소,연구소
7001844,서원대학교,서원대학교
7001845,선문대학교,선문대학교
7001846,선문대학교 상경대학,상경대학
7001847,선문대학교 신학대학,신학대학
7001848,선문대학교 이공대학,이공대학
7001849,선문대학교 인문대학,인문대학
7001850,성결대학교,성결대학교
7001851,성공회대학교,성공회대학교
7001852,성균관대학교,성균관대학교
7001879,성신여자대학교,성신여자대학교
7001880,성신여자대학교 가정대학,가정대학
7001881,성신여자대학교 미술대학,미술대학
7001882,성신여자대학교 사범대학,사범대학
7001883,성신여자대학교 사회과학대학,사회과학대학
7001884,성신여자대학교 예술대학,예술대학
7001885,성신여자대학교 음악대학,음악대학
7001886,성신여자대학교 인문과학대학,인문과학대학
7001887,성신여자대학교 자연과학대학,자연과학대학
7001888,성신여자대학교 대학원,대학원
7001889,성신여자대학교 교육대학원,교육대학원
7001890,성신여자대학교 산업대학원,산업대학원
7001891,성신여자대학교 연구소,연구소
7001893,세명대학교,세명대학교
7001894,세종대학교,세종대학교
7001904,수원대학교,수원대학교
7001905,수원대학교 가정대학,가정대학
7001906,수원대학교 경상대학,경상대학
7001907,수원대학교 공과대학,공과대학
7001908,수원대학교 미술대학,미술대학
7001909,수원대학교 법정대학,법정대학
7001910,수원대학교 사회과학대학,사회과학대학
7001911,수원대학교 예체능대학,예체능대학
7001912,수원대학교 이과대학,이과대학
7001913,수원대학교 인문대학,인문대학
7001914,수원대학교 체육대학,체육대학
7001915,수원대학교 대학원,대학원
7001916,수원대학교 경영대학원,경영대학원
7001917,수원대학교 교육대학원,교육대학원
7001918,수원대학교 행정대학원,행정대학원
7001919,수원대학교 연구소,연구소
7001920,숙명여자대학교,숙명여자대학교
7001921,숙명여자대학교 가정대학,가정대학
7001922,숙명여자대학교 경상대학,경상대학
7001923,숙명여자대학교 문과대학,문과대학
